,Hour,Geothermal,Biomass,Biogas,Small Hydro,Wind,Solar,Date
3062,18,998,393,170,435,386,280,2010-08-25 14:00:00
3063,19,1000,390,169,432,559,248,2010-08-25 15:00:00
3064,20,1004,368,169,434,708,156,2010-08-25 16:00:00
3065,21,1007,368,168,430,794,148,2010-08-25 17:00:00
3066,22,1010,385,164,425,851,31,2010-08-25 18:00:00
3067,23,1012,346,164,416,826,0,2010-08-25 19:00:00
3068,24,1017,345,164,412,817,0,2010-08-25 20:00:00
3069,1,1020,351,162,399,800,0,2010-08-25 21:00:00
3070,2,1020,347,163,398,798,0,2010-08-25 22:00:00
3071,3,1022,339,164,389,799,0,2010-08-25 23:00:00
3072,4,1024,342,164,388,753,0,2010-08-26 00:00:00
3073,5,1024,350,165,379,714,0,2010-08-26 01:00:00
3074,6,1025,356,165,397,738,0,2010-08-26 02:00:00
3075,7,1026,353,163,368,760,0,2010-08-26 03:00:00
3076,8,1026,353,162,359,754,10,2010-08-26 04:00:00
3077,9,1022,355,163,371,754,187,2010-08-26 05:00:00
3078,10,1019,358,165,391,712,306,2010-08-26 06:00:00
3079,11,1017,358,158,399,673,338,2010-08-26 07:00:00
3080,12,1013,357,158,420,648,363,2010-08-26 08:00:00
3081,13,1011,365,160,435,716,381,2010-08-26 09:00:00
3082,14,1008,368,160,440,775,374,2010-08-26 10:00:00
3083,15,1002,370,161,440,700,168,2010-08-26 11:00:00
3084,16,983,371,158,439,686,49,2010-08-26 12:00:00
3085,17,977,374,160,438,766,43,2010-08-26 13:00:00
3086,18,977,372,165,437,742,45,2010-08-26 14:00:00
3087,19,979,367,166,438,783,83,2010-08-26 15:00:00
3088,20,982,365,165,438,783,100,2010-08-26 16:00:00
3089,21,989,365,164,438,851,0,2010-08-26 17:00:00
3090,22,993,360,160,436,880,28,2010-08-26 18:00:00
3091,23,996,353,162,436,839,47,2010-08-26 19:00:00
3092,24,1008,346,163,412,826,0,2010-08-26 20:00:00
3093,1,1028,329,164,365,850,0,2010-08-26 21:00:00
3094,2,1033,323,165,359,814,0,2010-08-26 22:00:00
3095,3,1036,329,164,352,744,0,2010-08-26 23:00:00
3096,4,1037,329,163,350,722,0,2010-08-27 00:00:00
3097,5,1038,337,164,349,616,0,2010-08-27 01:00:00
3098,6,1036,341,164,357,635,0,2010-08-27 02:00:00
3099,7,1033,340,163,359,628,0,2010-08-27 03:00:00
3100,8,1031,341,164,358,593,12,2010-08-27 04:00:00
3101,9,1021,346,165,365,537,142,2010-08-27 05:00:00
3102,10,1028,347,165,374,483,161,2010-08-27 06:00:00
3103,11,1026,349,167,385,499,176,2010-08-27 07:00:00
3104,12,1023,347,169,393,586,203,2010-08-27 08:00:00
3105,13,1019,351,169,422,648,241,2010-08-27 09:00:00
3106,14,1019,361,168,432,723,355,2010-08-27 10:00:00
3107,15,1018,381,169,431,857,415,2010-08-27 11:00:00
3108,16,1018,384,169,432,1158,405,2010-08-27 12:00:00
3109,17,1016,385,168,429,1261,395,2010-08-27 13:00:00
3110,18,1015,382,167,428,1346,353,2010-08-27 14:00:00
3111,19,1017,374,168,426,1406,257,2010-08-27 15:00:00
3112,20,1024,358,169,424,1328,210,2010-08-27 16:00:00
3113,21,1032,353,168,422,1302,159,2010-08-27 17:00:00
3114,22,1037,341,167,410,1302,123,2010-08-27 18:00:00
3115,23,1039,324,166,405,1174,18,2010-08-27 19:00:00
3116,24,1042,317,165,384,1181,0,2010-08-27 20:00:00
3117,1,1043,315,163,353,1193,0,2010-08-27 21:00:00
3118,2,1045,319,165,349,1272,0,2010-08-27 22:00:00
3119,3,1045,320,166,349,1290,0,2010-08-27 23:00:00
3120,4,1046,318,166,349,1295,0,2010-08-28 00:00:00
3121,5,1046,326,165,348,1276,0,2010-08-28 01:00:00
3122,6,1046,333,165,348,1338,0,2010-08-28 02:00:00
3123,7,1046,332,163,349,1300,0,2010-08-28 03:00:00
3124,8,1039,333,164,349,1155,16,2010-08-28 04:00:00
3125,9,1033,331,163,365,1099,232,2010-08-28 05:00:00
3126,10,1033,327,163,369,1077,291,2010-08-28 06:00:00
3127,11,1031,332,163,373,1187,287,2010-08-28 07:00:00
3128,12,1028,333,166,397,1365,296,2010-08-28 08:00:00
3129,13,1026,332,169,410,1554,288,2010-08-28 09:00:00
3130,14,1023,332,170,425,1594,287,2010-08-28 10:00:00
3131,15,1021,334,170,426,1635,289,2010-08-28 11:00:00
3132,16,1019,332,171,429,1696,285,2010-08-28 12:00:00
3133,17,1019,333,171,422,1692,270,2010-08-28 13:00:00
3134,18,1021,333,170,428,1663,206,2010-08-28 14:00:00
3135,19,1023,332,170,421,1638,82,2010-08-28 15:00:00
3136,20,1024,332,170,423,1562,0,2010-08-28 16:00:00
3137,21,1026,332,169,405,1586,0,2010-08-28 17:00:00
3138,22,1027,330,165,387,1640,0,2010-08-28 18:00:00
3139,23,1030,323,166,384,1614,0,2010-08-28 19:00:00
3140,24,1039,315,166,367,1572,0,2010-08-28 20:00:00
3141,1,1041,316,168,355,1454,0,2010-08-28 21:00:00
3142,2,1042,316,168,352,1433,0,2010-08-28 22:00:00
3143,3,1042,318,167,342,1381,0,2010-08-28 23:00:00
3144,4,1042,322,167,342,1373,0,2010-08-29 00:00:00
3145,5,1042,326,168,342,1369,0,2010-08-29 01:00:00
3146,6,1044,333,168,350,1311,0,2010-08-29 02:00:00
3147,7,1044,335,167,352,1177,0,2010-08-29 03:00:00
3148,8,1043,336,167,353,1167,11,2010-08-29 04:00:00
3149,9,1041,334,166,362,1117,183,2010-08-29 05:00:00
3150,10,1040,347,167,366,1031,328,2010-08-29 06:00:00
3151,11,1039,351,168,368,894,354,2010-08-29 07:00:00
3152,12,1037,352,169,382,808,361,2010-08-29 08:00:00
3153,13,1035,351,169,410,854,353,2010-08-29 09:00:00
3154,14,1033,352,168,414,844,350,2010-08-29 10:00:00
3155,15,1033,352,169,421,911,354,2010-08-29 11:00:00
3156,16,1030,333,169,428,907,353,2010-08-29 12:00:00
3157,17,1029,331,170,422,1013,334,2010-08-29 13:00:00
3158,18,1030,349,169,416,1361,267,2010-08-29 14:00:00
3159,19,1034,358,168,416,1408,116,2010-08-29 15:00:00
3160,20,1036,360,168,412,1378,0,2010-08-29 16:00:00
3161,21,1039,359,167,407,1440,0,2010-08-29 17:00:00
3162,22,1039,360,165,401,1358,0,2010-08-29 18:00:00
3163,23,1040,353,165,409,1396,0,2010-08-29 19:00:00
3164,24,1044,351,165,372,1471,0,2010-08-29 20:00:00
3165,1,1048,350,165,345,1513,0,2010-08-29 21:00:00
3166,2,1051,348,164,344,1566,0,2010-08-29 22:00:00
3167,3,1050,348,164,335,1608,0,2010-08-29 23:00:00
3168,4,1049,346,165,333,1574,0,2010-08-30 00:00:00
3169,5,1038,355,165,332,1484,0,2010-08-30 01:00:00
3170,6,1038,364,165,343,1424,0,2010-08-30 02:00:00
3171,7,1039,341,163,349,1290,0,2010-08-30 03:00:00
3172,8,1038,311,162,350,1193,11,2010-08-30 04:00:00
3173,9,1036,335,164,361,1143,194,2010-08-30 05:00:00
3174,10,1033,350,165,360,994,336,2010-08-30 06:00:00
3175,11,1029,334,164,360,906,360,2010-08-30 07:00:00
3176,12,1026,334,166,374,821,386,2010-08-30 08:00:00
3177,13,1020,354,172,403,834,403,2010-08-30 09:00:00
3178,14,1016,354,172,408,849,411,2010-08-30 10:00:00
3179,15,1012,360,172,409,905,409,2010-08-30 11:00:00
3180,16,1011,369,171,411,1015,404,2010-08-30 12:00:00
3181,17,1015,390,172,402,1094,390,2010-08-30 13:00:00
3182,18,1013,404,170,402,1235,344,2010-08-30 14:00:00
3183,19,1009,401,171,400,1328,249,2010-08-30 15:00:00
3184,20,1011,403,171,398,1312,243,2010-08-30 16:00:00
3185,21,1013,402,170,384,1302,211,2010-08-30 17:00:00
3186,22,1024,398,166,365,1336,150,2010-08-30 18:00:00
3187,23,1025,386,165,360,1334,82,2010-08-30 19:00:00
3188,24,1026,377,164,339,1301,0,2010-08-30 20:00:00
3189,1,1027,374,163,356,1222,0,2010-08-30 21:00:00
3190,2,1028,371,164,360,1141,0,2010-08-30 22:00:00
3191,3,1030,370,164,360,990,0,2010-08-30 23:00:00
3192,4,1031,363,162,358,839,0,2010-08-31 00:00:00
3193,5,1034,373,158,363,667,0,2010-08-31 01:00:00
3194,6,1035,376,160,359,521,0,2010-08-31 02:00:00
3195,7,1033,372,163,357,394,0,2010-08-31 03:00:00
3196,8,1031,369,160,354,252,14,2010-08-31 04:00:00
3197,9,1027,375,159,349,141,208,2010-08-31 05:00:00
3198,10,1025,380,161,343,62,334,2010-08-31 06:00:00
3199,11,1026,384,164,346,62,357,2010-08-31 07:00:00
3200,12,1022,391,167,346,74,390,2010-08-31 08:00:00
3201,13,1011,396,169,368,115,417,2010-08-31 09:00:00
3202,14,1002,396,163,374,124,418,2010-08-31 10:00:00
3203,15,998,397,157,376,108,418,2010-08-31 11:00:00
3204,16,994,399,157,378,103,410,2010-08-31 12:00:00
3205,17,986,402,167,375,126,394,2010-08-31 13:00:00
3206,18,997,400,170,374,326,353,2010-08-31 14:00:00
3207,19,1000,390,169,385,448,266,2010-08-31 15:00:00
3208,20,1004,390,169,387,561,252,2010-08-31 16:00:00
3209,21,1006,394,168,371,675,202,2010-08-31 17:00:00
3210,22,1007,396,167,361,687,130,2010-08-31 18:00:00
3211,23,1027,380,166,368,586,12,2010-08-31 19:00:00
3212,24,1029,371,164,361,487,0,2010-08-31 20:00:00
3213,1,1031,373,165,352,353,0,2010-08-31 21:00:00
3214,2,1030,371,166,360,312,0,2010-08-31 22:00:00
3215,3,1028,372,166,354,249,0,2010-08-31 23:00:00
3216,4,1028,372,166,350,102,0,2010-09-01 00:00:00
3217,5,1026,386,166,340,137,0,2010-09-01 01:00:00
3218,6,1025,393,165,340,76,0,2010-09-01 02:00:00
3219,7,1023,390,165,351,119,0,2010-09-01 03:00:00
3220,8,1022,391,162,359,148,11,2010-09-01 04:00:00
3221,9,1019,393,160,374,89,220,2010-09-01 05:00:00
3222,10,1015,397,161,396,235,339,2010-09-01 06:00:00
3223,11,1013,396,163,401,264,359,2010-09-01 07:00:00
3224,12,1011,395,165,416,157,380,2010-09-01 08:00:00
3225,13,1007,396,165,426,112,390,2010-09-01 09:00:00
3226,14,1008,393,165,428,111,390,2010-09-01 10:00:00
3227,15,999,395,166,428,113,395,2010-09-01 11:00:00
3228,16,1000,398,165,426,62,399,2010-09-01 12:00:00
3229,17,1001,401,167,426,28,389,2010-09-01 13:00:00
3230,18,1002,399,167,429,21,346,2010-09-01 14:00:00
3231,19,1004,397,169,429,35,246,2010-09-01 15:00:00
3232,20,1008,399,169,423,148,232,2010-09-01 16:00:00
3233,21,1010,397,168,422,235,233,2010-09-01 17:00:00
3234,22,1011,395,166,413,261,185,2010-09-01 18:00:00
3235,23,1015,384,167,406,239,56,2010-09-01 19:00:00
3236,24,1016,372,166,405,202,0,2010-09-01 20:00:00
3237,1,1015,373,165,365,180,0,2010-09-01 21:00:00
3238,2,1013,371,165,362,151,0,2010-09-01 22:00:00
3239,3,1013,372,166,354,123,0,2010-09-01 23:00:00
3240,4,1013,374,167,351,93,0,2010-09-02 00:00:00
3241,5,1012,381,166,350,70,0,2010-09-02 01:00:00
3242,6,1013,389,163,361,63,0,2010-09-02 02:00:00
3243,7,1014,389,164,362,50,0,2010-09-02 03:00:00
3244,8,1015,390,165,364,39,13,2010-09-02 04:00:00
3245,9,1011,394,167,368,25,219,2010-09-02 05:00:00
3246,10,1006,392,166,383,15,341,2010-09-02 06:00:00
3247,11,1004,391,168,406,20,358,2010-09-02 07:00:00
3248,12,1004,391,170,422,28,384,2010-09-02 08:00:00
3249,13,1003,393,170,422,33,403,2010-09-02 09:00:00
3250,14,1002,392,169,420,30,407,2010-09-02 10:00:00
3251,15,998,392,170,421,24,403,2010-09-02 11:00:00
3252,16,994,394,170,421,17,402,2010-09-02 12:00:00
3253,17,994,393,170,421,22,390,2010-09-02 13:00:00
3254,18,995,387,170,419,76,347,2010-09-02 14:00:00
3255,19,998,395,169,420,222,260,2010-09-02 15:00:00
3256,20,1001,392,169,417,432,262,2010-09-02 16:00:00
3257,21,1004,397,170,418,623,251,2010-09-02 17:00:00
3258,22,1005,388,169,419,728,184,2010-09-02 18:00:00
3259,23,1014,373,168,405,826,40,2010-09-02 19:00:00
3260,24,1018,376,166,381,888,0,2010-09-02 20:00:00
3261,1,1023,387,170,366,999,0,2010-09-02 21:00:00
3262,2,1027,385,171,353,1082,0,2010-09-02 22:00:00
3263,3,1028,380,171,349,1123,0,2010-09-02 23:00:00
3264,4,1028,387,171,350,1123,0,2010-09-03 00:00:00
3265,5,1028,394,171,349,1084,0,2010-09-03 01:00:00
3266,6,1026,402,171,349,1029,0,2010-09-03 02:00:00
3267,7,1029,403,171,349,904,0,2010-09-03 03:00:00
3268,8,1030,403,171,359,852,8,2010-09-03 04:00:00
3269,9,1026,403,170,361,749,204,2010-09-03 05:00:00
3270,10,1021,399,171,374,635,343,2010-09-03 06:00:00
3271,11,1017,400,169,388,468,364,2010-09-03 07:00:00
3272,12,1014,400,168,392,347,369,2010-09-03 08:00:00
3273,13,1009,401,169,408,314,359,2010-09-03 09:00:00
3274,14,1007,400,170,422,333,355,2010-09-03 10:00:00
3275,15,1006,398,170,423,405,356,2010-09-03 11:00:00
3276,16,1004,392,169,424,462,307,2010-09-03 12:00:00
3277,17,1004,394,168,422,564,274,2010-09-03 13:00:00
3278,20,2875,4567,14590,9439,3672,,2010-09-03 14:00:00
3279,21,3009,4569,14205,9521,3206,,2010-09-03 15:00:00
3280,22,3073,4568,12541,9148,2977,,2010-09-03 16:00:00
3281,23,3101,4568,10554,9319,2114,,2010-09-03 17:00:00
3282,24,3107,4566,8669,8813,1912,,2010-09-03 18:00:00
3283,1,1027,395,167,353,1170,0,2010-09-03 19:00:00
3284,2,1030,397,167,346,1201,0,2010-09-03 20:00:00
3285,3,1031,398,167,351,1229,0,2010-09-03 21:00:00
3286,4,1032,401,167,353,1249,0,2010-09-03 22:00:00
3287,5,1033,406,167,353,1160,0,2010-09-03 23:00:00
3288,6,1033,415,167,351,1020,0,2010-09-04 00:00:00
3289,7,1030,421,167,353,852,0,2010-09-04 01:00:00
3290,8,1030,420,166,364,737,5,2010-09-04 02:00:00
3291,9,1027,417,166,366,652,145,2010-09-04 03:00:00
3292,10,1025,418,166,372,526,254,2010-09-04 04:00:00
3293,11,1024,417,167,376,398,268,2010-09-04 05:00:00
3294,12,1019,416,167,379,336,275,2010-09-04 06:00:00
3295,13,1017,416,165,406,346,267,2010-09-04 07:00:00
3296,14,1016,412,165,421,449,265,2010-09-04 08:00:00
3297,15,1013,414,166,424,519,270,2010-09-04 09:00:00
3298,16,1012,413,167,425,569,271,2010-09-04 10:00:00
3299,17,1010,414,166,424,583,263,2010-09-04 11:00:00
3300,20,2793,4564,11854,8566,3690,,2010-09-04 12:00:00
3301,21,2872,4565,11593,8892,3301,,2010-09-04 13:00:00
3302,22,2816,4565,10819,8414,2918,,2010-09-04 14:00:00
3303,23,2840,4565,10027,7789,2157,,2010-09-04 15:00:00
3304,24,2846,4563,8109,7887,1735,,2010-09-04 16:00:00
3305,1,1029,367,165,354,899,0,2010-09-04 17:00:00
3306,2,1032,362,164,337,810,0,2010-09-04 18:00:00
3307,3,1033,349,164,335,702,0,2010-09-04 19:00:00
3308,4,1034,347,163,346,628,0,2010-09-04 20:00:00
3309,5,1033,360,163,347,469,0,2010-09-04 21:00:00
3310,6,1032,381,163,346,307,0,2010-09-04 22:00:00
3311,7,1035,389,163,345,220,0,2010-09-04 23:00:00
3312,8,1035,408,163,348,161,5,2010-09-05 00:00:00
3313,9,1034,411,161,357,142,114,2010-09-05 01:00:00
3314,10,1030,410,161,372,132,241,2010-09-05 02:00:00
3315,11,1027,415,161,380,195,262,2010-09-05 03:00:00
3316,12,1024,411,162,383,255,270,2010-09-05 04:00:00
3317,13,1022,412,162,405,170,265,2010-09-05 05:00:00
3318,14,1019,410,163,421,104,261,2010-09-05 06:00:00
3319,15,1009,409,163,425,63,261,2010-09-05 07:00:00
3320,16,1006,409,163,424,71,262,2010-09-05 08:00:00
3321,17,1005,409,163,423,76,250,2010-09-05 09:00:00
3322,20,2528,4553,12436,8445,4317,,2010-09-05 10:00:00
3323,21,2677,4551,12688,8554,3835,,2010-09-05 11:00:00
3324,22,2790,4551,11191,8602,3106,,2010-09-05 12:00:00
3325,23,2762,4552,10355,7439,2274,,2010-09-05 13:00:00
3326,24,2740,4551,8279,7311,1922,,2010-09-05 14:00:00
3327,1,1027,403,162,352,816,0,2010-09-05 15:00:00
3328,2,1028,402,162,341,731,0,2010-09-05 16:00:00
3329,3,1030,402,163,339,661,0,2010-09-05 17:00:00
3330,4,1032,405,163,350,544,0,2010-09-05 18:00:00
3331,5,1033,409,162,348,359,0,2010-09-05 19:00:00
3332,6,1034,412,162,349,374,0,2010-09-05 20:00:00
3333,7,1035,412,163,353,497,0,2010-09-05 21:00:00
3334,8,1033,398,160,368,610,3,2010-09-05 22:00:00
3335,9,1028,402,162,382,606,89,2010-09-05 23:00:00
3336,10,1027,397,158,382,558,200,2010-09-06 00:00:00
3337,11,1023,402,155,385,586,190,2010-09-06 01:00:00
3338,12,1012,396,154,385,716,269,2010-09-06 02:00:00
3339,13,995,397,155,430,867,286,2010-09-06 03:00:00
3340,14,993,398,156,447,1069,309,2010-09-06 04:00:00
3341,15,992,403,158,452,1247,312,2010-09-06 05:00:00
3342,16,993,409,159,449,1351,291,2010-09-06 06:00:00
3343,17,991,419,161,449,1414,294,2010-09-06 07:00:00
3344,20,3682,4552,12403,7514,4096,,2010-09-06 08:00:00
3345,21,3693,4553,12788,7499,3978,,2010-09-06 09:00:00
3346,22,3425,4554,11428,7417,3653,,2010-09-06 10:00:00
3347,23,3467,4555,10485,6776,2427,,2010-09-06 11:00:00
3348,24,3521,4554,8378,6707,2097,,2010-09-06 12:00:00
3349,1,1023,399,162,353,1516,0,2010-09-06 13:00:00
3350,2,1024,399,161,341,1287,0,2010-09-06 14:00:00
3351,3,1026,398,162,340,1199,0,2010-09-06 15:00:00
3352,4,1029,390,163,349,1188,0,2010-09-06 16:00:00
3353,5,1029,386,163,348,1128,0,2010-09-06 17:00:00
3354,6,1023,389,162,346,1160,0,2010-09-06 18:00:00
3355,7,1025,384,161,348,1268,0,2010-09-06 19:00:00
3356,8,1026,384,155,350,1335,10,2010-09-06 20:00:00
3357,9,1026,389,153,356,1349,142,2010-09-06 21:00:00
3358,10,1026,391,153,370,1412,257,2010-09-06 22:00:00
3359,11,1019,394,153,380,1488,283,2010-09-06 23:00:00
3360,12,1011,385,153,381,1406,333,2010-09-07 00:00:00
3361,13,1014,393,155,419,1387,391,2010-09-07 01:00:00
3362,14,1014,392,155,432,1488,414,2010-09-07 02:00:00
3363,15,1012,393,157,430,1546,415,2010-09-07 03:00:00
3364,16,1011,394,159,426,1604,409,2010-09-07 04:00:00
3365,17,1014,399,164,426,1752,394,2010-09-07 05:00:00
3366,20,3861,4551,11402,7175,3520,,2010-09-07 06:00:00
3367,21,3676,4553,11460,7542,3557,,2010-09-07 07:00:00
3368,22,3517,4551,10459,7579,3031,,2010-09-07 08:00:00
3369,23,3382,4553,9477,6943,2358,,2010-09-07 09:00:00
3370,24,3278,4553,7714,6871,2163,,2010-09-07 10:00:00
3371,1,1037,392,165,352,1278,0,2010-09-07 11:00:00
3372,2,1038,339,164,341,1219,0,2010-09-07 12:00:00
3373,3,1029,342,164,340,1138,0,2010-09-07 13:00:00
3374,4,1026,343,164,338,1132,0,2010-09-07 14:00:00
3375,5,1008,351,164,343,1049,0,2010-09-07 15:00:00
3376,6,975,358,164,347,1045,0,2010-09-07 16:00:00
3377,7,975,356,163,348,1011,0,2010-09-07 17:00:00
3378,8,973,358,164,359,1005,7,2010-09-07 18:00:00
3379,9,971,357,166,363,929,169,2010-09-07 19:00:00
3380,10,968,360,166,366,918,319,2010-09-07 20:00:00
3381,11,965,363,166,375,797,338,2010-09-07 21:00:00
3382,12,963,360,167,384,710,364,2010-09-07 22:00:00
3383,13,961,356,168,439,709,400,2010-09-07 23:00:00
3384,14,960,342,165,446,688,416,2010-09-08 00:00:00
3385,15,958,342,163,450,718,418,2010-09-08 01:00:00
3386,16,959,345,163,449,825,405,2010-09-08 02:00:00
3387,17,960,346,162,448,882,364,2010-09-08 03:00:00
3388,20,3300,4547,11555,7837,3426,,2010-09-08 04:00:00
3389,21,3276,4547,11634,8069,3409,,2010-09-08 05:00:00
3390,22,3024,4549,10756,7979,2865,,2010-09-08 06:00:00
3391,23,3098,4551,9048,7904,2320,,2010-09-08 07:00:00
3392,24,2931,4551,8108,7239,1773,,2010-09-08 08:00:00
3393,1,1033,318,165,353,971,0,2010-09-08 09:00:00
3394,2,1033,321,165,341,893,0,2010-09-08 10:00:00
3395,3,1033,322,166,340,804,0,2010-09-08 11:00:00
3396,4,1033,328,165,350,691,0,2010-09-08 12:00:00
3397,5,1029,333,166,351,627,0,2010-09-08 13:00:00
3398,6,1021,331,166,351,475,0,2010-09-08 14:00:00
3399,7,1023,308,164,347,331,0,2010-09-08 15:00:00
3400,8,1025,310,164,357,279,4,2010-09-08 16:00:00
3401,9,1023,313,163,366,204,181,2010-09-08 17:00:00
3402,10,1019,315,162,377,135,322,2010-09-08 18:00:00
3403,11,1017,316,162,377,133,343,2010-09-08 19:00:00
3404,12,1013,311,165,384,181,360,2010-09-08 20:00:00
3405,13,1011,316,165,421,206,385,2010-09-08 21:00:00
3406,14,1009,315,165,445,183,390,2010-09-08 22:00:00
3407,15,1006,314,166,441,157,393,2010-09-08 23:00:00
3408,16,1002,318,166,451,90,406,2010-09-09 00:00:00
3409,17,1002,320,168,452,43,404,2010-09-09 01:00:00
3410,20,2320,4545,11836,8612,3676,,2010-09-09 02:00:00
3411,21,2356,4545,11618,8610,3951,,2010-09-09 03:00:00
3412,22,2376,4545,10794,8506,3370,,2010-09-09 04:00:00
3413,23,2209,4547,9660,8585,2278,,2010-09-09 05:00:00
3414,24,2073,4548,8160,8104,2107,,2010-09-09 06:00:00
3415,1,1028,288,166,350,226,0,2010-09-09 07:00:00
3416,2,1028,301,167,338,243,0,2010-09-09 08:00:00
3417,3,1029,299,167,337,200,0,2010-09-09 09:00:00
3418,4,1029,286,167,334,168,0,2010-09-09 10:00:00
3419,5,1029,276,168,345,126,0,2010-09-09 11:00:00
3420,6,1030,272,167,348,94,0,2010-09-09 12:00:00
3421,7,1031,272,166,347,54,0,2010-09-09 13:00:00
3422,8,1031,271,165,348,45,7,2010-09-09 14:00:00
3423,9,1027,271,165,348,45,179,2010-09-09 15:00:00
3424,10,1023,268,166,371,55,331,2010-09-09 16:00:00
3425,11,1021,269,166,380,67,355,2010-09-09 17:00:00
3426,12,1019,269,166,378,80,356,2010-09-09 18:00:00
3427,13,1017,268,166,403,96,354,2010-09-09 19:00:00
3428,14,1015,271,166,424,61,353,2010-09-09 20:00:00
3429,15,1015,274,167,421,34,355,2010-09-09 21:00:00
3430,16,1019,273,166,421,28,355,2010-09-09 22:00:00
3431,17,1024,274,166,420,33,342,2010-09-09 23:00:00
3432,20,1970,4539,11510,8699,3912,,2010-09-10 00:00:00
3433,21,2026,4538,11503,8424,3961,,2010-09-10 01:00:00
3434,22,2097,4541,10830,8453,2995,,2010-09-10 02:00:00
3435,23,2148,4545,9459,8149,2508,,2010-09-10 03:00:00
3436,24,2170,4548,8083,7642,2195,,2010-09-10 04:00:00
3437,1,1032,284,165,344,418,0,2010-09-10 05:00:00
3438,2,1033,284,165,334,482,0,2010-09-10 06:00:00
3439,3,1034,293,165,335,412,0,2010-09-10 07:00:00
3440,4,1035,302,166,331,435,0,2010-09-10 08:00:00
3441,5,1035,309,166,341,446,0,2010-09-10 09:00:00
3442,6,1034,320,166,342,503,0,2010-09-10 10:00:00
3443,7,1034,337,166,343,473,0,2010-09-10 11:00:00
3444,8,1033,353,165,335,389,5,2010-09-10 12:00:00
3445,9,1029,359,165,347,290,158,2010-09-10 13:00:00
3446,10,1023,360,166,363,196,328,2010-09-10 14:00:00
3447,11,1022,360,166,368,145,349,2010-09-10 15:00:00
3448,12,1018,362,166,369,132,346,2010-09-10 16:00:00
3449,13,1016,361,165,371,121,337,2010-09-10 17:00:00
3450,14,1015,360,166,390,155,335,2010-09-10 18:00:00
3451,15,1012,363,166,409,249,336,2010-09-10 19:00:00
3452,16,1003,363,166,409,404,339,2010-09-10 20:00:00
3453,17,1007,363,167,407,492,324,2010-09-10 21:00:00
3454,20,2744,4549,11188,8590,3844,,2010-09-10 22:00:00
3455,21,2913,4552,10835,8576,3854,,2010-09-10 23:00:00
3456,22,2942,4551,10239,7737,3269,,2010-09-11 00:00:00
3457,23,2913,4548,8969,7186,2496,,2010-09-11 01:00:00
3458,24,2895,4547,7591,6531,2111,,2010-09-11 02:00:00
3459,1,1025,357,164,338,973,0,2010-09-11 03:00:00
3460,2,1025,355,163,337,969,0,2010-09-11 04:00:00
3461,3,1030,357,163,337,983,0,2010-09-11 05:00:00
3462,4,1032,359,162,330,984,0,2010-09-11 06:00:00
3463,5,1034,362,160,337,967,0,2010-09-11 07:00:00
3464,6,1035,365,160,338,939,0,2010-09-11 08:00:00
3465,7,1035,364,160,338,945,0,2010-09-11 09:00:00
3466,8,1033,361,157,327,941,6,2010-09-11 10:00:00
3467,9,1029,364,161,321,900,168,2010-09-11 11:00:00
3468,10,1025,366,163,323,838,327,2010-09-11 12:00:00
3469,11,1021,369,166,332,714,347,2010-09-11 13:00:00
3470,12,1017,361,168,338,606,354,2010-09-11 14:00:00
3471,13,1010,359,169,368,607,374,2010-09-11 15:00:00
3472,14,1007,368,168,392,619,382,2010-09-11 16:00:00
3473,15,1007,368,166,397,671,390,2010-09-11 17:00:00
3474,16,1008,374,168,397,745,396,2010-09-11 18:00:00
3475,17,1009,383,168,408,706,331,2010-09-11 19:00:00
3476,20,2991,4551,13872,7970,3946,,2010-09-11 20:00:00
3477,21,3063,4549,13892,7646,3777,,2010-09-11 21:00:00
3478,22,3127,4549,12692,7321,3006,,2010-09-11 22:00:00
3479,23,3006,4549,10981,6762,2375,,2010-09-11 23:00:00
3480,24,2994,4549,8722,6801,1932,,2010-09-12 00:00:00
3481,1,1027,360,163,347,1080,0,2010-09-12 01:00:00
3482,2,1027,365,163,334,1036,0,2010-09-12 02:00:00
3483,3,1028,368,163,329,1026,0,2010-09-12 03:00:00
3484,4,1029,375,163,337,1078,0,2010-09-12 04:00:00
3485,5,1029,393,163,338,1123,0,2010-09-12 05:00:00
3486,6,1029,400,161,341,1101,0,2010-09-12 06:00:00
3487,7,1028,393,161,338,998,0,2010-09-12 07:00:00
3488,8,1027,398,142,340,895,7,2010-09-12 08:00:00
3489,9,1022,397,154,342,726,193,2010-09-12 09:00:00
3490,10,1018,398,163,357,585,334,2010-09-12 10:00:00
3491,11,1017,403,163,361,477,350,2010-09-12 11:00:00
3492,12,1019,399,167,361,430,383,2010-09-12 12:00:00
3493,13,1019,399,168,385,445,394,2010-09-12 13:00:00
3494,14,1020,399,167,411,452,401,2010-09-12 14:00:00
3495,15,1018,402,166,414,465,408,2010-09-12 15:00:00
3496,16,1020,398,167,414,450,414,2010-09-12 16:00:00
3497,17,1020,399,168,413,465,401,2010-09-12 17:00:00
3498,20,2962,4548,14594,7441,3565,,2010-09-12 18:00:00
3499,21,3052,4550,14197,7364,3539,,2010-09-12 19:00:00
3500,22,3200,4550,12718,7133,2877,,2010-09-12 20:00:00
3501,23,3175,4550,10698,6737,2400,,2010-09-12 21:00:00
3502,24,2974,4548,8985,6260,2108,,2010-09-12 22:00:00
3503,1,1029,382,160,343,1099,0,2010-09-12 23:00:00
