,Hour,Geothermal,Biomass,Biogas,Small Hydro,Wind,Solar,Date
11747,6,965,390,172,324,24,0,2011-08-22 11:00:00
11748,7,966,386,169,335,27,0,2011-08-22 12:00:00
11749,8,966,384,165,337,31,13,2011-08-22 13:00:00
11750,9,964,391,164,365,27,105,2011-08-22 14:00:00
11751,10,960,392,164,366,17,315,2011-08-22 15:00:00
11752,13,2308,4536,14158,8863,3456,,2011-08-22 16:00:00
11753,14,2335,4535,15256,8672,3889,,2011-08-22 17:00:00
11754,15,2368,4535,16684,8063,3860,,2011-08-22 18:00:00
11755,16,2364,4529,17124,8493,3838,,2011-08-22 19:00:00
11756,17,2362,4529,17544,8301,3842,,2011-08-22 20:00:00
11757,18,2275,4530,16487,8695,3781,,2011-08-22 21:00:00
11758,19,2215,4534,15972,8170,3927,,2011-08-22 22:00:00
11759,20,2286,4536,16100,8694,3949,,2011-08-22 23:00:00
11760,21,2437,4536,15196,8509,3597,,2011-08-23 00:00:00
11761,22,2395,4536,13377,8367,3243,,2011-08-23 01:00:00
11762,23,2191,4536,12421,7277,2427,,2011-08-23 02:00:00
11763,24,2162,4536,10846,6287,2283,,2011-08-23 03:00:00
11764,1,954,384,171,368,284,0,2011-08-23 04:00:00
11765,2,954,383,171,363,320,0,2011-08-23 05:00:00
11766,3,959,390,171,364,322,0,2011-08-23 06:00:00
11767,4,969,394,170,362,238,0,2011-08-23 07:00:00
11768,5,971,394,169,361,170,0,2011-08-23 08:00:00
11769,6,971,387,170,365,85,0,2011-08-23 09:00:00
11770,7,972,385,170,385,47,0,2011-08-23 10:00:00
11771,8,971,387,171,388,41,12,2011-08-23 11:00:00
11772,9,967,391,172,393,28,116,2011-08-23 12:00:00
11773,10,964,391,170,394,18,309,2011-08-23 13:00:00
11774,13,2392,4539,14117,9055,3333,,2011-08-23 14:00:00
11775,14,2461,4538,14637,9217,3768,,2011-08-23 15:00:00
11776,15,2572,4528,14913,9518,3879,,2011-08-23 16:00:00
11777,16,2728,4524,15674,9287,3910,,2011-08-23 17:00:00
11778,17,2998,4524,15714,9006,3706,,2011-08-23 18:00:00
11779,18,3210,4525,14784,8734,3666,,2011-08-23 19:00:00
11780,19,3371,4532,13646,8788,3580,,2011-08-23 20:00:00
11781,20,3454,4535,14486,8814,3595,,2011-08-23 21:00:00
11782,21,3482,4535,13527,8593,3547,,2011-08-23 22:00:00
11783,22,3461,4535,12177,8045,3068,,2011-08-23 23:00:00
11784,23,3298,4537,11282,6693,2441,,2011-08-24 00:00:00
11785,24,3175,4539,9542,6265,2202,,2011-08-24 01:00:00
11786,1,972,398,171,355,1270,0,2011-08-24 02:00:00
11787,2,973,396,171,355,1240,0,2011-08-24 03:00:00
11788,3,972,396,172,352,1208,0,2011-08-24 04:00:00
11789,4,972,398,172,352,1206,0,2011-08-24 05:00:00
11790,5,896,397,172,354,1113,0,2011-08-24 06:00:00
11791,6,980,397,172,355,828,0,2011-08-24 07:00:00
11792,7,979,390,171,367,899,0,2011-08-24 08:00:00
11793,8,980,392,171,369,941,10,2011-08-24 09:00:00
11794,9,979,395,168,382,887,96,2011-08-24 10:00:00
11795,10,976,395,171,383,829,181,2011-08-24 11:00:00
11796,13,2969,4540,13084,8195,3274,,2011-08-24 12:00:00
11797,14,3099,4538,13123,8514,3571,,2011-08-24 13:00:00
11798,15,3282,4534,12691,8591,3905,,2011-08-24 14:00:00
11799,16,3457,4526,12594,8751,3989,,2011-08-24 15:00:00
11800,17,3191,4525,12687,8689,3981,,2011-08-24 16:00:00
11801,18,3002,4527,12306,8184,3940,,2011-08-24 17:00:00
11802,19,3186,4532,11270,9054,3480,,2011-08-24 18:00:00
11803,20,2951,4536,12448,9048,3477,,2011-08-24 19:00:00
11804,21,2849,4540,12355,8418,3446,,2011-08-24 20:00:00
11805,22,2883,4543,11264,8251,2877,,2011-08-24 21:00:00
11806,23,2798,4543,10472,6981,2695,,2011-08-24 22:00:00
11807,24,2688,4542,8978,6474,2588,,2011-08-24 23:00:00
11808,1,978,402,171,357,794,0,2011-08-25 00:00:00
11809,2,980,403,171,353,743,0,2011-08-25 01:00:00
11810,3,980,405,171,352,496,0,2011-08-25 02:00:00
11811,4,979,407,171,353,312,0,2011-08-25 03:00:00
11812,5,978,406,171,350,224,0,2011-08-25 04:00:00
11813,6,978,403,171,352,139,0,2011-08-25 05:00:00
11814,7,979,399,171,363,91,0,2011-08-25 06:00:00
11815,8,980,404,170,366,83,4,2011-08-25 07:00:00
11816,9,979,401,171,376,68,93,2011-08-25 08:00:00
11817,10,980,388,148,378,63,289,2011-08-25 09:00:00
11818,13,2331,4544,9957,9181,2794,,2011-08-25 10:00:00
11819,14,2357,4545,10107,8884,3523,,2011-08-25 11:00:00
11820,15,2334,4539,10398,8954,3693,,2011-08-25 12:00:00
11821,16,2475,4538,10714,8942,3795,,2011-08-25 13:00:00
11822,17,2595,4538,10630,9132,3833,,2011-08-25 14:00:00
11823,18,2593,4538,10413,9016,3750,,2011-08-25 15:00:00
11824,19,2456,4539,10171,9084,3585,,2011-08-25 16:00:00
11825,20,2397,4541,10348,9893,3779,,2011-08-25 17:00:00
11826,21,2412,4540,10342,9183,3613,,2011-08-25 18:00:00
11827,22,2435,4541,10148,8789,2749,,2011-08-25 19:00:00
11828,23,2575,4543,9489,7209,2841,,2011-08-25 20:00:00
11829,24,2654,4543,7986,6600,2757,,2011-08-25 21:00:00
11830,1,978,402,158,356,715,0,2011-08-25 22:00:00
11831,2,978,401,142,354,702,0,2011-08-25 23:00:00
11832,3,979,401,124,351,640,0,2011-08-26 00:00:00
11833,4,981,401,122,355,525,0,2011-08-26 01:00:00
11834,5,983,402,122,357,450,0,2011-08-26 02:00:00
11835,6,984,401,122,357,350,0,2011-08-26 03:00:00
11836,7,982,399,122,369,303,0,2011-08-26 04:00:00
11837,8,982,402,121,379,328,11,2011-08-26 05:00:00
11838,9,981,402,122,381,311,42,2011-08-26 06:00:00
11839,10,980,414,121,378,299,127,2011-08-26 07:00:00
11840,13,2502,4546,9699,7755,2599,,2011-08-26 08:00:00
11841,14,2562,4545,9779,8003,3026,,2011-08-26 09:00:00
11842,15,2588,4546,9865,8454,3081,,2011-08-26 10:00:00
11843,16,2680,4547,9993,8481,3392,,2011-08-26 11:00:00
11844,17,2842,4548,10051,8560,3402,,2011-08-26 12:00:00
11845,18,2926,4547,9929,8484,3506,,2011-08-26 13:00:00
11846,19,2775,4546,10112,8762,3399,,2011-08-26 14:00:00
11847,20,2727,4548,10545,9297,3887,,2011-08-26 15:00:00
11848,21,2670,4549,10308,8935,3647,,2011-08-26 16:00:00
11849,22,2602,4549,9601,8983,2561,,2011-08-26 17:00:00
11850,23,2691,4548,8846,7386,2363,,2011-08-26 18:00:00
11851,24,2779,4550,7666,6254,2224,,2011-08-26 19:00:00
11852,1,988,399,126,354,918,0,2011-08-26 20:00:00
11853,2,987,399,121,354,940,0,2011-08-26 21:00:00
11854,3,972,399,121,353,975,0,2011-08-26 22:00:00
11855,4,766,398,121,342,813,0,2011-08-26 23:00:00
11856,5,979,399,121,338,669,0,2011-08-27 00:00:00
11857,6,986,395,121,340,545,0,2011-08-27 01:00:00
11858,7,983,393,121,342,417,0,2011-08-27 02:00:00
11859,8,981,390,121,355,353,11,2011-08-27 03:00:00
11860,9,974,389,120,342,372,70,2011-08-27 04:00:00
11861,10,973,386,120,351,432,262,2011-08-27 05:00:00
11862,13,2786,4546,11544,8523,3243,,2011-08-27 06:00:00
11863,14,2835,4545,11626,8539,3421,,2011-08-27 07:00:00
11864,15,2942,4546,11372,8539,3452,,2011-08-27 08:00:00
11865,16,3111,4542,10921,8527,3417,,2011-08-27 09:00:00
11866,17,3044,4544,10549,8569,3381,,2011-08-27 10:00:00
11867,18,2890,4543,10141,8459,3449,,2011-08-27 11:00:00
11868,19,2747,4544,10419,8536,3472,,2011-08-27 12:00:00
11869,20,2657,4542,11012,9236,3559,,2011-08-27 13:00:00
11870,21,2592,4544,10949,8836,3210,,2011-08-27 14:00:00
11871,22,2513,4544,10207,8225,2822,,2011-08-27 15:00:00
11872,23,2544,4542,9711,6817,2265,,2011-08-27 16:00:00
11873,24,2514,4545,7841,6301,2355,,2011-08-27 17:00:00
11874,1,979,394,124,315,682,0,2011-08-27 18:00:00
11875,2,980,395,124,312,748,0,2011-08-27 19:00:00
11876,3,979,396,125,312,769,0,2011-08-27 20:00:00
11877,4,978,397,126,311,682,0,2011-08-27 21:00:00
11878,5,977,397,126,313,662,0,2011-08-27 22:00:00
11879,6,975,391,126,322,761,0,2011-08-27 23:00:00
11880,7,976,385,125,328,796,0,2011-08-28 00:00:00
11881,8,970,386,129,326,790,3,2011-08-28 01:00:00
11882,9,949,386,125,326,832,32,2011-08-28 02:00:00
11883,10,954,387,124,335,942,168,2011-08-28 03:00:00
11884,13,3128,4540,9231,8705,3006,,2011-08-28 04:00:00
11885,14,3219,4541,9187,8536,3254,,2011-08-28 05:00:00
11886,15,3367,4540,9061,8226,3386,,2011-08-28 06:00:00
11887,16,3442,4541,8888,8268,3269,,2011-08-28 07:00:00
11888,17,3458,4546,8868,8140,3197,,2011-08-28 08:00:00
11889,18,3364,4545,8303,8645,3146,,2011-08-28 09:00:00
11890,19,3279,4545,8801,8896,3341,,2011-08-28 10:00:00
11891,20,3258,4546,9691,8990,3608,,2011-08-28 11:00:00
11892,21,3151,4546,9362,9054,3110,,2011-08-28 12:00:00
11893,22,3014,4543,8535,9117,2454,,2011-08-28 13:00:00
11894,23,2955,4544,8511,7031,2238,,2011-08-28 14:00:00
11895,24,3001,4544,6862,6671,2304,,2011-08-28 15:00:00
11896,1,975,380,129,316,1172,0,2011-08-28 16:00:00
11897,2,974,383,129,317,1181,0,2011-08-28 17:00:00
11898,3,976,384,130,315,1090,0,2011-08-28 18:00:00
11899,4,982,387,130,312,1030,0,2011-08-28 19:00:00
11900,5,986,399,130,308,1244,0,2011-08-28 20:00:00
11901,6,987,396,130,311,1095,0,2011-08-28 21:00:00
11902,7,987,385,130,321,1079,0,2011-08-28 22:00:00
11903,8,987,385,126,321,1061,3,2011-08-28 23:00:00
11904,9,985,390,125,329,1108,18,2011-08-29 00:00:00
11905,10,986,379,124,346,1118,74,2011-08-29 01:00:00
11906,13,3257,4538,8880,8841,2194,,2011-08-29 02:00:00
11907,14,4018,4538,7646,8860,2572,,2011-08-29 03:00:00
11908,15,3804,4538,7583,8739,2742,,2011-08-29 04:00:00
11909,16,3605,4541,7709,8507,2786,,2011-08-29 05:00:00
11910,17,3648,4542,7717,8156,2916,,2011-08-29 06:00:00
11911,18,3481,4544,7735,7981,3069,,2011-08-29 07:00:00
11912,19,3360,4545,7638,9112,2925,,2011-08-29 08:00:00
11913,20,3200,4544,8310,9688,3329,,2011-08-29 09:00:00
11914,21,2915,4546,8018,9676,3160,,2011-08-29 10:00:00
11915,22,2984,4546,7438,9460,2357,,2011-08-29 11:00:00
11916,23,3041,4546,7087,7698,2212,,2011-08-29 12:00:00
11917,24,3372,4544,5948,6584,1970,,2011-08-29 13:00:00
11918,1,989,394,125,314,1428,0,2011-08-29 14:00:00
11919,2,991,396,125,306,1499,0,2011-08-29 15:00:00
11920,3,990,398,125,301,1653,0,2011-08-29 16:00:00
11921,4,990,398,125,301,1874,0,2011-08-29 17:00:00
11922,5,990,399,125,300,1712,0,2011-08-29 18:00:00
11923,6,990,396,125,302,1542,0,2011-08-29 19:00:00
11924,7,990,389,124,307,1497,0,2011-08-29 20:00:00
11925,8,989,388,122,311,1540,10,2011-08-29 21:00:00
11926,9,989,391,121,311,1531,70,2011-08-29 22:00:00
11927,10,988,392,121,310,1500,319,2011-08-29 23:00:00
11928,13,3593,4548,7441,8749,2699,,2011-08-30 00:00:00
11929,14,3568,4543,7327,8820,2773,,2011-08-30 01:00:00
11930,15,3474,4542,7381,8511,2909,,2011-08-30 02:00:00
11931,16,3210,4541,7446,8691,2697,,2011-08-30 03:00:00
11932,17,3204,4542,6956,9018,2622,,2011-08-30 04:00:00
11933,18,3113,4540,6972,8839,2742,,2011-08-30 05:00:00
11934,19,3098,4540,6968,9492,3008,,2011-08-30 06:00:00
11935,20,3172,4540,7972,9587,3550,,2011-08-30 07:00:00
11936,21,3373,4539,7671,9733,3007,,2011-08-30 08:00:00
11937,22,3233,4538,7103,9601,2330,,2011-08-30 09:00:00
11938,23,3012,4539,6827,7859,2355,,2011-08-30 10:00:00
11939,24,2769,4540,6369,6860,2255,,2011-08-30 11:00:00
11940,1,989,384,122,291,948,0,2011-08-30 12:00:00
11941,2,990,377,124,290,1033,0,2011-08-30 13:00:00
11942,3,991,379,125,293,1073,0,2011-08-30 14:00:00
11943,4,992,381,125,293,918,0,2011-08-30 15:00:00
11944,5,992,386,125,293,869,0,2011-08-30 16:00:00
11945,6,992,379,125,292,875,0,2011-08-30 17:00:00
11946,7,993,377,123,294,856,0,2011-08-30 18:00:00
11947,8,993,373,123,307,901,8,2011-08-30 19:00:00
11948,9,992,381,124,321,936,80,2011-08-30 20:00:00
11949,10,992,380,123,323,899,331,2011-08-30 21:00:00
11950,13,2390,4539,8914,8312,2781,,2011-08-30 22:00:00
11951,14,2278,4541,8549,8730,2959,,2011-08-30 23:00:00
11952,15,2239,4539,8535,8816,2834,,2011-08-31 00:00:00
11953,16,2297,4538,8552,8704,2628,,2011-08-31 01:00:00
11954,17,2428,4536,7946,8767,2858,,2011-08-31 02:00:00
11955,18,2490,4539,7784,8447,2980,,2011-08-31 03:00:00
11956,19,2760,4540,8004,8216,3332,,2011-08-31 04:00:00
11957,20,2978,4537,8663,8618,3554,,2011-08-31 05:00:00
11958,21,2823,4536,8143,8744,3493,,2011-08-31 06:00:00
11959,22,2442,4537,7938,9014,2691,,2011-08-31 07:00:00
11960,23,2260,4532,7227,8396,2269,,2011-08-31 08:00:00
11961,24,2147,4504,6864,7415,1863,,2011-08-31 09:00:00
11962,1,981,361,123,303,274,0,2011-08-31 10:00:00
11963,2,981,346,123,296,355,0,2011-08-31 11:00:00
11964,3,981,342,123,298,359,0,2011-08-31 12:00:00
11965,4,982,342,122,298,242,0,2011-08-31 13:00:00
11966,5,982,346,121,297,142,0,2011-08-31 14:00:00
11967,6,983,343,116,298,80,0,2011-08-31 15:00:00
11968,7,985,339,115,308,69,0,2011-08-31 16:00:00
11969,8,985,343,115,310,48,7,2011-08-31 17:00:00
11970,9,983,342,119,312,38,78,2011-08-31 18:00:00
11971,10,981,341,123,312,54,298,2011-08-31 19:00:00
11972,13,2163,4544,7291,7911,2577,,2011-08-31 20:00:00
11973,14,2151,4543,7284,7715,2609,,2011-08-31 21:00:00
11974,15,2141,4541,6954,7854,2588,,2011-08-31 22:00:00
11975,16,2129,4543,6873,7982,2563,,2011-08-31 23:00:00
11976,17,2114,4543,6823,8236,2504,,2011-09-01 00:00:00
11977,18,1985,4542,7171,8197,2544,,2011-09-01 01:00:00
11978,19,1923,4542,7143,8888,2926,,2011-09-01 02:00:00
11979,20,1950,4543,8100,9069,3483,,2011-09-01 03:00:00
11980,21,1953,4545,8099,8602,3393,,2011-09-01 04:00:00
11981,22,1967,4547,7446,9096,2426,,2011-09-01 05:00:00
11982,23,2009,4549,7358,7944,2022,,2011-09-01 06:00:00
11983,24,2055,4548,6554,7404,1596,,2011-09-01 07:00:00
11984,1,978,344,145,300,325,0,2011-09-01 08:00:00
11985,2,979,341,143,297,308,0,2011-09-01 09:00:00
11986,3,981,340,146,295,271,0,2011-09-01 10:00:00
11987,4,981,339,150,294,207,0,2011-09-01 11:00:00
11988,5,981,345,163,294,145,0,2011-09-01 12:00:00
11989,6,981,347,170,294,94,0,2011-09-01 13:00:00
11990,7,982,349,171,296,74,0,2011-09-01 14:00:00
11991,8,982,351,170,308,65,7,2011-09-01 15:00:00
11992,9,980,355,167,311,64,64,2011-09-01 16:00:00
11993,10,977,353,166,312,33,233,2011-09-01 17:00:00
11994,13,2134,4540,7500,8058,1682,,2011-09-01 18:00:00
11995,14,2140,4543,7625,7625,2197,,2011-09-01 19:00:00
11996,15,2150,4546,7707,7454,2278,,2011-09-01 20:00:00
11997,16,2176,4542,7843,7516,2374,,2011-09-01 21:00:00
11998,17,2163,4544,7960,7768,2353,,2011-09-01 22:00:00
11999,18,2059,4546,7980,8064,2440,,2011-09-01 23:00:00
12000,19,1987,4547,8549,8551,2643,,2011-09-02 00:00:00
12001,20,2128,4545,9458,8802,3037,,2011-09-02 01:00:00
12002,21,2257,4545,9111,8587,2831,,2011-09-02 02:00:00
12003,22,2370,4545,8564,8289,2026,,2011-09-02 03:00:00
12004,23,2454,4547,7648,7455,1741,,2011-09-02 04:00:00
12005,24,2605,4547,6989,6225,1492,,2011-09-02 05:00:00
12006,1,975,367,127,298,884,0,2011-09-02 06:00:00
12007,2,975,367,114,295,903,0,2011-09-02 07:00:00
12008,3,974,369,118,295,849,0,2011-09-02 08:00:00
12009,4,973,372,121,296,798,0,2011-09-02 09:00:00
12010,5,972,372,121,295,808,0,2011-09-02 10:00:00
12011,6,972,370,120,297,730,0,2011-09-02 11:00:00
12012,7,971,347,120,306,712,0,2011-09-02 12:00:00
12013,8,971,344,120,311,848,7,2011-09-02 13:00:00
12014,9,970,331,124,320,599,60,2011-09-02 14:00:00
12015,10,968,350,124,325,391,258,2011-09-02 15:00:00
12016,13,2918,3897,10832,9015,2422,,2011-09-02 16:00:00
12017,14,3072,3897,10876,9189,2345,,2011-09-02 17:00:00
12018,15,3348,3897,10699,8661,2481,,2011-09-02 18:00:00
12019,16,3372,3896,10825,8233,2752,,2011-09-02 19:00:00
12020,17,3609,3898,10842,7921,2693,,2011-09-02 20:00:00
12021,18,3672,3899,10643,7814,2705,,2011-09-02 21:00:00
12022,19,3429,3899,11031,8306,2792,,2011-09-02 22:00:00
12023,20,3469,3902,11391,8569,3334,,2011-09-02 23:00:00
12024,21,3460,3904,11050,8067,3252,,2011-09-03 00:00:00
12025,22,3256,3905,9913,7830,2676,,2011-09-03 01:00:00
12026,23,3264,3918,9045,6703,2250,,2011-09-03 02:00:00
12027,24,3315,3938,8256,5956,1544,,2011-09-03 03:00:00
12028,1,965,393,168,306,1280,0,2011-09-03 04:00:00
12029,2,968,392,168,303,1263,0,2011-09-03 05:00:00
12030,3,968,394,169,303,1207,0,2011-09-03 06:00:00
12031,4,969,396,170,314,1173,0,2011-09-03 07:00:00
12032,5,971,397,170,317,1123,0,2011-09-03 08:00:00
12033,6,972,394,169,316,1137,0,2011-09-03 09:00:00
12034,7,974,392,169,314,1046,0,2011-09-03 10:00:00
12035,8,977,385,163,319,963,6,2011-09-03 11:00:00
12036,9,976,391,158,319,882,73,2011-09-03 12:00:00
12037,10,973,392,155,320,962,284,2011-09-03 13:00:00
12038,13,3216,4537,11717,8064,2265,,2011-09-03 14:00:00
12039,14,3054,4548,12287,8052,2448,,2011-09-03 15:00:00
12040,15,3109,4548,12601,8051,2521,,2011-09-03 16:00:00
12041,16,3345,4546,12713,8161,2425,,2011-09-03 17:00:00
12042,17,3410,4545,12542,8226,2468,,2011-09-03 18:00:00
12043,18,3234,4548,12191,8105,2612,,2011-09-03 19:00:00
12044,19,3171,4548,12459,8101,2711,,2011-09-03 20:00:00
12045,20,3161,4548,13061,8216,3200,,2011-09-03 21:00:00
12046,21,3079,4552,12311,8449,2924,,2011-09-03 22:00:00
12047,22,2839,4552,11501,8071,2300,,2011-09-03 23:00:00
12048,23,2718,4550,10717,6696,1901,,2011-09-04 00:00:00
12049,24,2655,4554,9611,5802,1596,,2011-09-04 01:00:00
12050,1,980,396,169,306,867,0,2011-09-04 02:00:00
12051,2,981,396,170,307,808,0,2011-09-04 03:00:00
12052,3,981,390,169,307,817,0,2011-09-04 04:00:00
12053,4,983,391,169,305,603,0,2011-09-04 05:00:00
12054,5,985,394,169,307,309,0,2011-09-04 06:00:00
12055,6,988,394,169,308,201,0,2011-09-04 07:00:00
12056,7,990,392,168,311,194,0,2011-09-04 08:00:00
12057,8,989,394,160,307,133,7,2011-09-04 09:00:00
12058,9,986,394,156,312,46,56,2011-09-04 10:00:00
12059,10,984,395,150,310,40,272,2011-09-04 11:00:00
12060,13,2221,4547,13844,8796,2529,,2011-09-04 12:00:00
12061,14,2196,4545,15074,8842,2810,,2011-09-04 13:00:00
12062,15,2190,4544,15516,9300,3060,,2011-09-04 14:00:00
12063,16,2200,4546,16121,9224,3301,,2011-09-04 15:00:00
12064,17,2217,4545,16373,9297,3219,,2011-09-04 16:00:00
12065,18,2155,4544,16321,9126,3065,,2011-09-04 17:00:00
12066,19,2156,4547,16072,9208,2891,,2011-09-04 18:00:00
12067,20,2162,4549,16047,9363,3098,,2011-09-04 19:00:00
12068,21,2087,4548,14692,9315,3015,,2011-09-04 20:00:00
12069,22,1908,4548,13029,9215,2627,,2011-09-04 21:00:00
12070,23,1900,4548,12003,7846,2041,,2011-09-04 22:00:00
12071,24,1880,4554,10945,6500,1699,,2011-09-04 23:00:00
12072,1,977,400,172,286,22,0,2011-09-05 00:00:00
12073,2,978,400,172,271,21,0,2011-09-05 01:00:00
12074,3,978,403,172,271,21,0,2011-09-05 02:00:00
12075,4,979,401,172,290,22,0,2011-09-05 03:00:00
12076,5,978,402,173,298,22,0,2011-09-05 04:00:00
12077,6,978,396,172,297,23,0,2011-09-05 05:00:00
12078,7,975,391,172,302,21,0,2011-09-05 06:00:00
12079,8,973,390,171,309,22,7,2011-09-05 07:00:00
12080,9,975,391,167,307,23,82,2011-09-05 08:00:00
12081,10,973,392,162,306,25,335,2011-09-05 09:00:00
12082,13,2204,4543,14981,9292,2633,,2011-09-05 10:00:00
12083,14,2197,4541,16127,9342,2778,,2011-09-05 11:00:00
12084,15,2210,4542,17124,9267,2850,,2011-09-05 12:00:00
12085,16,2229,4543,17438,9465,2883,,2011-09-05 13:00:00
12086,17,2253,4541,17700,9077,2902,,2011-09-05 14:00:00
12087,18,2194,4542,16981,9081,2658,,2011-09-05 15:00:00
12088,19,2235,4542,16396,9019,2503,,2011-09-05 16:00:00
12089,20,2235,4544,15835,9415,2785,,2011-09-05 17:00:00
12090,21,2168,4547,13704,9916,2873,,2011-09-05 18:00:00
12091,22,1981,4546,11887,9633,2718,,2011-09-05 19:00:00
12092,23,1970,4547,11253,7811,2054,,2011-09-05 20:00:00
12093,24,1980,4546,10016,6980,1753,,2011-09-05 21:00:00
12094,1,970,422,167,299,128,0,2011-09-05 22:00:00
12095,2,971,422,167,292,103,0,2011-09-05 23:00:00
12096,3,972,424,168,291,69,0,2011-09-06 00:00:00
12097,4,972,413,168,291,57,0,2011-09-06 01:00:00
12098,5,967,411,169,292,39,0,2011-09-06 02:00:00
12099,6,967,411,169,297,32,0,2011-09-06 03:00:00
12100,7,967,404,169,305,27,0,2011-09-06 04:00:00
12101,8,965,403,166,325,25,8,2011-09-06 05:00:00
12102,9,949,400,161,322,13,36,2011-09-06 06:00:00
12103,10,946,396,161,326,6,205,2011-09-06 07:00:00
12104,13,2167,4542,13269,9350,2626,,2011-09-06 08:00:00
12105,14,2205,4542,13891,9387,2893,,2011-09-06 09:00:00
12106,15,2190,4542,14553,9451,2844,,2011-09-06 10:00:00
12107,16,2178,4541,14683,9417,2845,,2011-09-06 11:00:00
12108,17,2231,4540,14302,9462,2790,,2011-09-06 12:00:00
12109,18,2136,4540,13276,9403,2823,,2011-09-06 13:00:00
12110,19,2202,4540,13004,9268,2885,,2011-09-06 14:00:00
12111,20,2268,4539,12827,9340,3014,,2011-09-06 15:00:00
12112,21,2109,4540,12161,9088,2944,,2011-09-06 16:00:00
12113,22,2097,4543,11079,8776,2634,,2011-09-06 17:00:00
12114,23,2129,4545,10741,7780,1797,,2011-09-06 18:00:00
12115,24,2150,4544,9648,6897,1667,,2011-09-06 19:00:00
12116,1,918,358,172,302,333,0,2011-09-06 20:00:00
12117,2,918,356,170,302,334,0,2011-09-06 21:00:00
12118,3,917,361,173,297,238,0,2011-09-06 22:00:00
12119,4,917,362,174,301,205,0,2011-09-06 23:00:00
12120,5,916,366,174,301,187,0,2011-09-07 00:00:00
12121,6,916,365,173,303,151,0,2011-09-07 01:00:00
12122,7,916,365,173,315,176,0,2011-09-07 02:00:00
12123,8,917,360,172,315,254,7,2011-09-07 03:00:00
12124,9,918,360,173,316,216,72,2011-09-07 04:00:00
12125,10,916,358,172,318,145,280,2011-09-07 05:00:00
12126,13,2152,4543,10311,8268,2084,,2011-09-07 06:00:00
12127,14,2200,4542,10218,8155,2682,,2011-09-07 07:00:00
12128,15,2292,4537,10178,8017,3059,,2011-09-07 08:00:00
12129,16,2519,4536,10367,7914,3111,,2011-09-07 09:00:00
12130,17,2649,4537,10429,7596,3360,,2011-09-07 10:00:00
12131,18,2647,4536,10200,7754,3164,,2011-09-07 11:00:00
12132,19,2901,4543,10437,7963,3091,,2011-09-07 12:00:00
12133,20,2992,4541,10334,8430,3156,,2011-09-07 13:00:00
12134,21,3091,4542,9708,8228,2940,,2011-09-07 14:00:00
12135,22,3087,4542,9415,7766,2304,,2011-09-07 15:00:00
12136,23,2857,4539,9321,6508,2009,,2011-09-07 16:00:00
12137,24,2862,4539,8389,6011,1578,,2011-09-07 17:00:00
12138,1,929,365,173,302,1169,0,2011-09-07 18:00:00
12139,2,925,365,173,291,1219,0,2011-09-07 19:00:00
12140,3,924,362,173,287,1066,0,2011-09-07 20:00:00
12141,4,924,360,173,285,951,0,2011-09-07 21:00:00
12142,5,925,362,173,284,932,0,2011-09-07 22:00:00
12143,6,926,365,173,286,1028,0,2011-09-07 23:00:00
12144,7,926,361,173,299,1014,0,2011-09-08 00:00:00
12145,8,926,364,173,303,1039,7,2011-09-08 01:00:00
12146,9,926,366,173,306,1082,54,2011-09-08 02:00:00
12147,10,924,365,173,307,1138,248,2011-09-08 03:00:00
12148,13,2993,4438,9296,7433,1787,,2011-09-08 04:00:00
12149,14,3046,4464,9414,7728,1829,,2011-09-08 05:00:00
12150,15,3101,4525,9307,8059,2036,,2011-09-08 06:00:00
12151,16,3034,4538,9645,8094,2224,,2011-09-08 07:00:00
12152,17,2882,4540,9868,8130,2480,,2011-09-08 08:00:00
12153,18,2811,4543,10119,8020,2553,,2011-09-08 09:00:00
12154,19,2722,4547,10326,8776,2753,,2011-09-08 10:00:00
12155,20,2903,4546,10989,8669,2868,,2011-09-08 11:00:00
12156,21,3096,4548,10264,8561,2574,,2011-09-08 12:00:00
12157,22,3356,4550,9417,8166,1777,,2011-09-08 13:00:00
